1	@mochi_pro	@media_lib	@ShinshuUnivLib	@tamabi_library	@QLib_voice	@npoiaal	@kulibrarians	@meidaibibubato	@tamamihatake	@tcu_lib	@kavos2011	@ike_labo	@liss_kaetsu_gm	@RCHtosho
2	@KIT_Library	@tumsat_elib	@lib_josai	@seisen_lib	@ueclib	@hosei_tLib	@bunkyo_klib	@daito_mlib	@wakouniv_lib	@HiroshimaU_Lib	@nvlulib	@nuhw_lib	@lib_seiryo	@TottoriU_Lib	@nisshilib	@Media_Gundai	@OKU_lib	@lib_toho	@Kindai_Clib	@cislibrary	@hsu_library223	@TitechLibFan	@tosho376	@sojo_tosyo	@Shigabunkyo_lib	@hirodai_tosho	@lib_advis	@waseda_lib	@imu_tosho	@naito_nmu	@nit_kc_lib	@Kyorinsflib	@KyoaiLibrary	@learn_supporter	@utms_library	@KWU_Library	@yguSeeds	@w_chuo_library	@yamatantosho	@PLR_ritsumei	@lib_list	@mu_lib2	@sgu_kjc_media	@kukiwak	@geitanlib
3	@kyoritsu_lib	@QLib_info	@1961cogito	@kogakuinslib	@turudai_lib	@KumadaiLib	@KobeU_Lib	@juen_lib	@waseda_univ_WUL	@bunkalib	@tku_toshobu	@NagoyaUnivLibSD	@Shimadai_Lib	@dent_lib	@MuroranIT_lib	@shirayuri_lib	@MUES_muelibrary	@yoshidasouthlib	@Ehime_Univ_Lib	@kobekernel	@NashiLibM	@scitechmckeio	@tkulibrary	@shohoku_lib	@shobi_lib	@gacos_utokyo	@iidawjclib	@kyodai_letlib	@Teikyo_MELIC	@tcmlib	@TulipsR	@lilika_toyama	@kdu_library	@aiit4u	@mau_m_l	@NKD_lib	@tku_iss	@Aigei_Library	@hysmedia_keio	@tobunken	@fu_lib	@scc_sapmed	@imr_lib	@TCU_jp	@NDLJP	@medialib	@AUE_Lib	@rikkyo_lib	@ALC_Chiba_Univ	@NUTLibrary	@hokudaisapollo	@hosei_iLib	@TokyoTechLib	@hosei_kLib	@geitanlib	@hannan_univ_lib	@crd_tweet	@hagi_no_suke	@USH_Lib	@TenshiLibrary	@aichihonzou	@hinoto_kgulib	@geibunlibrary	@BiblioEi8ht	@jouhouken	@UTokyoNewLib	@OsakaUnivLib	@CambridgeUPJP	@koyasanlib	@Toriokikun	@KUIS_Lib	@acsUTokyoNewLib	@nii_content	@lib_tcu	@tumsat_slib	@ochalisa_lib	@Keio_MitaLib	@UTokyoLibAsk	@UTokyo_AgLib	@NMC_newbook	@SSJClib	@NIIlib	@TokyoBiblio	@kuscilib	@meiji_lib	@ryukyus_lib	@OkayamaUnivLib	@sfc_mediacenter	@library_lovers	@kyotomm	@Sophia_MediaCC	@RitsARC	@ICU_Lib	@mikasalib	@miyakyobbc	@hito_lib_na	@daitokenkyoto	@KURENAI_update	@daitoken	@libsup20151	@hito_lib	@nims_library	@ICER_KyushuUniv	@MedLibKeio	@LibKGC	@ngu_lib	@tulips_tenji	@U_PARL	@view_kun	@UTokyoKomabaLib	@AU_Nlib	@tsukuba_tulips	@azabusenta	@FksmaMedUnivLib	@kitlc_kurume	@cinii_jp	@Bibliophilia_KU	@wmul_k	@HiroshimaCU_lib	@bibshizuoka	@KagawaUnivLM	@irdlib	@tsukubaLC	@GKB48Tweet	@ShizuokaUnivLib	@KUL_kagoshima	@UTokyo_epslib	@KagawaUnivLib	@waseda_ENPAKU	@hontomo_nagoya	@SurfaceJP	@mu_lib	@HULnavi	@tsukubauniv_lib	@NatureJapan	@dwc_toshosapo	@yone_lib	@oisr1919	@en_hit	@bunkyo_slib	@aulsd	@uom_lib	@toshokatsu_kwu	@obirin_reading	@bibliozenkoku	@liss_kaetsu	@CIAS_library	@ycclib	@SagaUnivLibrary	@FLCkouhou	@LibraryOtemae	@LA_Fukui_Univ_L	@HIT_LIB	@university_lib	@KGU_Library	@shindai_nana	@gama_jumper	@drfml	@mu_lib3	@RikkyoMC	@mrctwi	@biblio_tottori	@medinfo_toku	@gakuseisensho	@kadai_lib	@Library_jp	@saimed_lib_nb	@keiogakushusoud	@Yokoichi_LS	@keiolibronbun	@Tohoku_Banzai	@libkyodo2014	@dtk_doc	@bibubumuroran	@studyassistant
